Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo
Random core,703,C05,B04,37,706.0833333,706.0833333,0,0.29,1.03,4.96,0.07,0.59,0.37,32.68,0.04,173,0.56,129,268,0,3,28,38,43,0,6,0,0,0,17,0,876,0,23,0,17
Random core,703,C05,B04,39,706.25,706.25,0,0.36,2.12,7.39,0.09,0.85,0.67,27.96,0.09,151,1.04,134,395,148,8,33,44,56,0,11,0,0,0,29,0,737,0,40,0,21
Random core,703,C05,B04,41,706.4166667,706.4166667,0,0.27,1.28,5.35,0.1,0.61,0.34,31.67,0.05,143,0.62,0,342,0,4,28,30,37,0,6,0,0,0,19,0,821,13,26,0,17
Random core,703,C05,B04,43,706.5833333,706.5833333,0,0.39,1.74,7.22,0.1,0.72,0.6,29.49,0.1,132,0.76,0,387,81,5,36,47,60,0,10,0,0,0,26,0,755,13,37,0,22
Random core,703,C05,B04,45,706.75,706.75,0,0.37,2.14,6.32,0.1,0.65,0.52,29.31,0.07,117,0.65,0,480,0,4,37,46,55,0,6,0,0,2,24,0,749,18,37,0,29
Random core,703,C05,B04,47,706.9166667,706.9166667,0,0.42,2.81,9.52,0.13,0.83,0.77,25.26,0.12,143,0.97,0,375,149,6,43,52,83,8,9,0,0,3,38,0,632,18,60,5,24
Random core,703,C05,B04,49,707.0833333,707.0833333,0,0.75,4.06,11.31,0.14,0.98,1.19,21.66,0.16,157,1.39,0,412,113,8,44,67,105,15,14,0,10,4,56,0,552,21,81,0,24
Random core,703,C05,B04,51,707.25,707.25,0,2.94,2.58,5.21,0.05,0.36,0.23,28.32,0.04,334,0.56,0,126,0,4,16,0,44,0,6,0,0,0,0,0,375,14,31,0,0
Random core,703,C05,B04,53,707.4166667,707.4166667,0,2.68,1.65,3.1,0.02,0.24,0.14,31.72,0.03,310,0.3,0,73,0,2,14,0,43,0,0,0,0,0,0,0,330,12,28,0,0
Random core,703,C05,B04,55,707.5833333,707.5833333,0,2.79,1.86,3.7,0,0.19,0.15,30.89,0.02,341,0.22,0,77,0,1,15,0,32,0,4,0,0,0,0,0,324,0,41,0,0
Random core,703,C05,B04,57,707.75,707.75,0,2.37,1.8,3.79,0,0.22,0.16,31.02,0.02,294,0.22,0,0,0,1,13,0,32,0,0,0,0,0,0,0,320,8,31,0,0
Random core,703,C05,B04,63,708.25,708.25,0,0.63,3.44,10.73,0.18,1.02,1.13,22.71,0.18,170,1.44,0,245,220,9,46,62,73,13,13,0,0,4,54,18,518,26,76,0,24
Random core,703,C05,B04,65,708.4166667,708.4166667,0,0.33,2.37,4.53,1.08,0.97,0.32,30.17,0.1,183,1.28,122,154,0,9,33,33,31,0,13,0,10,0,13,29,804,60,38,6,23
Random core,703,C05,B04,67,708.5833333,708.5833333,0,0.79,2.67,9.02,0.08,0.76,0.86,25.77,0.14,162,1.09,0,187,80,7,33,45,59,12,7,0,0,3,47,17,566,13,66,0,16
Random core,703,C05,B04,69,708.75,708.75,0,0.52,0.38,0.95,0.03,0.22,0.13,37.13,0.01,199,0.12,0,0,0,0,18,0,12,0,0,0,0,0,0,0,684,0,0,0,0
Random core,703,C05,B04,71,708.9166667,708.9166667,0.28,0.67,2,1.57,0,0.42,0.13,34.58,0.02,242,0.64,0,220,0,4,15,0,24,0,7,0,10,0,0,0,471,0,37,0,0
Random core,703,C05,B04,73,709.0833333,709.0833333,0,0.51,0.84,0.96,0.02,0.26,0.14,36.46,0.01,164,0.16,0,139,0,1,20,0,12,0,0,0,0,0,0,0,677,8,22,0,0
Random core,703,C05,B04,75,709.25,709.25,0,0.29,1.79,4.73,0.63,0.93,0.43,31.08,0.09,151,1.05,0,301,0,7,36,51,66,0,11,0,9,0,20,33,745,33,46,0,38
Random core,703,C05,B04,77,709.4166667,709.4166667,0,0.52,4.05,12.55,0.13,1.23,1.14,20.4,0.21,137,1.67,0,520,226,11,48,87,61,15,15,38,7,3,60,18,473,18,83,0,31
Random core,703,C05,B04,79,709.5833333,709.5833333,0,0.33,4.36,5.47,0.62,0.99,0.41,27.8,0.07,152,1.28,0,360,153,9,39,45,57,0,14,0,8,0,17,48,553,43,47,0,23
Random core,703,C05,B04,81,709.75,709.75,0,0.62,0.27,1.59,0.03,0.22,0.21,36.57,0.01,154,0.16,0,0,0,1,18,0,13,0,0,0,0,0,0,0,631,0,0,0,0
Random core,703,C05,B04,83,709.9166667,709.9166667,0,0.34,0.06,0.39,0,0.18,0.15,37.87,0.01,148,0.1,0,0,0,1,18,0,12,0,0,0,0,0,7,0,480,0,0,0,0
Random core,703,C05,B04,85,710.0833333,710.0833333,0,0.29,0.1,0.97,0,0.18,0.16,36.69,0.01,172,0.1,0,0,0,1,16,0,14,0,0,0,0,0,0,0,487,0,0,0,0
Random core,703,C05,B04,87,710.25,710.25,0,0.39,0.05,0.24,0,0.2,0.13,36.79,0,153,0.09,0,0,0,1,18,0,10,0,0,0,0,0,0,0,423,0,0,0,0
Random core,703,C05,B04,89,710.4166667,710.4166667,0,0.29,0.1,0.91,0.02,0.19,0.16,37.34,0.01,194,0.1,0,0,0,1,15,0,12,0,0,0,0,0,0,0,453,0,0,0,0
Random core,703,C05,B04,91,710.5833333,710.5833333,0,0.29,0.06,0.79,0,0.18,0.15,35.43,0.01,166,0.07,0,0,0,0,20,0,14,0,0,0,0,0,0,0,386,0,0,0,0
Random core,703,C05,B04,93,710.75,710.75,0,1,0.16,1.68,0.02,0.18,0.18,35.7,0.01,240,0.09,0,0,0,0,15,0,13,0,0,0,0,0,0,0,481,0,0,0,0
Random core,703,C05,B04,95,710.9166667,710.9166667,0,0.98,0.16,2,0,0.19,0.22,35.23,0.01,269,0.09,0,0,0,0,17,0,21,0,0,0,0,0,0,0,471,0,0,0,0
Random core,703,C05,B04,97,711.0833333,711.0833333,0,0.55,0,0.62,0,0.18,0.15,37.2,0.01,206,0.07,0,0,0,1,17,0,10,0,0,0,0,0,0,0,455,0,0,0,0
Random core,703,C05,B04,101,711.4166667,711.4166667,0,0.39,0,0.27,0.02,0.18,0.15,37.86,0.01,202,0.06,0,0,0,0,18,0,13,0,0,0,0,0,0,0,370,0,0,0,0
Random core,703,C05,B04,103,711.5833333,711.5833333,0.4,1.25,0.39,2.03,0.02,0.23,0.21,34.41,0.02,218,0.17,0,0,0,1,15,0,16,0,0,0,0,0,9,0,431,0,12,0,0
Random core,703,C05,B04,105,711.75,711.75,0,0.29,0,0.43,0.02,0.2,0.14,37.77,0,217,0.11,0,0,0,1,22,0,15,0,0,0,0,0,0,0,400,0,0,0,0
Random core,703,C05,B04,107,711.9166667,711.9166667,0,0.34,0,0.64,0.02,0.15,0.15,37.13,0.01,225,0.05,0,0,0,0,16,0,11,0,0,0,0,0,0,0,412,0,0,0,0
Random core,703,C05,B04,109,712.0833333,712.0833333,0,1,0.12,1.08,0.02,0.19,0.16,35.52,0.01,232,0.09,0,0,0,0,16,0,11,0,0,0,0,0,0,0,431,0,0,0,0
Random core,703,C05,B04,111,712.25,712.25,0,0.8,0.2,1.73,0,0.21,0.17,35.1,0.01,233,0.15,0,0,0,1,16,0,15,0,5,0,0,0,10,0,440,0,0,0,0
Random core,703,C05,B04,113,712.4166667,712.4166667,0,0.77,0.17,2.7,0,0.21,0.18,33.87,0.01,217,0.14,0,0,0,1,16,0,16,0,0,0,0,0,0,0,502,0,0,0,0
Random core,703,C05,B04,115,712.5833333,712.5833333,0,0.38,0.05,0.88,0,0.2,0.14,37.3,0,239,0.1,0,0,0,0,17,0,9,0,0,0,0,0,0,0,448,0,0,0,0
Random core,703,C05,B04,117,712.75,712.75,0,0.37,0,0.31,0,0.18,0.12,37.74,0,254,0.08,0,0,0,1,21,0,12,0,0,0,0,0,0,0,357,0,0,0,0
Random core,703,C05,B04,119,712.9166667,712.9166667,0,0.46,0.06,1.03,0,0.17,0.14,36.8,0.01,190,0.07,0,0,0,1,16,0,12,0,0,0,0,0,0,0,445,0,0,0,0
